Header_review,review_text,rating
Absolute rubbish!,"Mic phone quality is not good.. This is only for music, not for calling, Very bad mic phone.",1.0
Worthless,Charging case not working,1.0
Very Good,Good  .v. very good,4.0
Mind-blowing purchase,Very good product,5.0
Fair,Good product NoDawot .you can buy good product,3.0
Worth every penny,bass is too good,5.0
Super!,"First , If you Are not satisfied with this product just because you see review on youtube, Trust me bass and vocal are now tuned perfectly , no need to worry ,  Worth money . The unboxer who tells that bass is high and vocal is med , Trust me , Bass, Treble , vocal are tuned perfectly",5.0
Moderate,Mic quality is poor,2.0
Perfect product!,Super,5.0
Delightful,Osm sounds..,4.0
Terrific,owseme product,5.0
Great product,Excellent worth the money,5.0
Awesome,Very very good and useful product value of the money 🤑🤑🤑💰💰,5.0
Fair,Good,3.0
Mind-blowing purchase,This is the best product in Rs 1399 price range,5.0
Great product,It's my second purchesing it's awasome,5.0
Value-for-money,Sound quality is enough in this price range.But battery bacup is worst. I suggest think cearfully then buy it.,4.0
Wonderful,Excellent,4.0
Does the job,good,3.0
Don't waste your money,Very bad,1.0
Very Good,Good,4.0
Mind-blowing purchase,Good Realme Buds..,5.0
Classy product,Overall experience is awesome but one problem is that...in a crowded place...u cannot talk to anyone,5.0
Could be way better,Not good but adjust,2.0
Terrific,Amazing (zing-zing)...,5.0
Mind-blowing purchase,Awesome product and then sound quality superb,5.0
Highly recommended,Nice,5.0
Best in the market!,Nice products,5.0
Terrific purchase value for money,good value for money,5.0
Pretty good,Bass quality super and battery backup superb and i don't know how many time are the battery was fully charged.,4.0
Perfect product!,Box is very slippery. Else everything is good.,5.0
Terrific,🙂🙂🙂 nice,5.0
Worth the money,Nice product,4.0
Excellent,Nice product...good sound quality and battery backup..,5.0
Perfect product!,1499 best product,5.0
Classy product,Very very nice,5.0
Terrific purchase,"Nice one, this is best one in best price",5.0
Terrific,Superb realme brand using for past six month working well,5.0
Good quality product,If you are looking for a reasonable tws just for listening music then its good. These are not good for calls specially when you are traveling. Bass is good but don't expect bass of your JBL headphones.,4.0
Excellent,Good quality,5.0
Just wow!,"Really awsam product, go for it",5.0
Excellent,Superb Realme,5.0
Delightful,"It works for 4hours after getting fully charged up..nice build...comfortable....overall a good,under budget product",4.0
Nice product,"It's great, honestly just go for it . However the drawback is that the pud case is quite fragile and might break easily .",4.0
Worth every penny,Awesome in this price range,5.0
Pretty good,Good sound quality,4.0
Classy product,I love it,5.0
Worth every penny,It is awesome,5.0
Just wow!,"Really awsam product, go for it",5.0
Excellent,Superb Realme,5.0
Delightful,"It works for 4hours after getting fully charged up..nice build...comfortable....overall a good,under budget product",4.0
Nice product,"It's great, honestly just go for it . However the drawback is that the pud case is quite fragile and might break easily .",4.0
Worth every penny,Awesome in this price range,5.0
Pretty good,Good sound quality,4.0
Classy product,I love it,5.0
Worth every penny,It is awesome,5.0
Brilliant,It's really good,5.0
Delightful,Best in this range,4.0
Really Nice,Good,4.0
Worst experience ever!,VERY BED,1.0
Must buy!,Overall worth it..,5.0
Value-for-money,🔥In my experience battery backup is awesome🔥I use 4 days without charging🔥Best audio quality🔥Average bass 📢While watching videos when we forward  the video make some lag for a second thats the only issue .it experience in every watching time.,4.0
Brilliant,Good product,5.0
Best in the market!,Very nice product,5.0
Just wow!,"Fantastic Quality , Realme Brand",5.0
Does the job,Nice Quality Better Feeling Thanx FLIPKART,3.0
Nice product,Bass ok sound quality  clear   battery back  ok,4.0
Awesome,After replacement I get the new and Quality product..Awesome sound and bass ...,5.0
Excellent,Thank you Flipkart,5.0
Nice,There are some issues regarding connectivity but are bearable. I'll suggest you to go for other options.,3.0
Good choice,Good,4.0
Mind-blowing purchase,One of the best earbuds...the sound quality is awesome and sound is too clear while talking in the phone.,5.0
Worth every penny,Good,5.0
Very Good,It's very nice..... Good product..,4.0
Decent product,I liked but tch not work properly. In box betry percent we can't see.warth for money.,3.0
Great product,Super 😍,5.0
Highly recommended,Very very nice product and very light weight ❤❤,5.0
Did not meet expectations,Not suitable for calling,1.0
Best in the market!,GOOD PRODUCT,5.0
Good choice,Excellent,4.0
Delightful,Very nice Very good look,4.0
Wonderful,Superb,5.0
Delightful,"Nice sound and worki well but my box indicator led is not working, I don't know that this box is getting recharge or not...",4.0
Simply awesome,"After some days I ordered this , it is running perfectly Bass Is awesome I give 4 star out of five . Very premium look of the buds and the box . Go ahead and buy.",5.0
Useless product,Battery  battery backup is very bad,1.0
Classy product,Price is best,5.0
Simply awesome,Nice,5.0
Terrific purchase,Osm product,5.0
Terrific,Only one thing is not there in case is the indicators.. we can't able to identify the programs...by the way its nice product and sound and bass is superb..good,5.0
Fair,Good quality and NYC balance music,3.0
Just wow!,Superb Best quality..1499 me ...I am happy,5.0
Terrific,Good product,5.0
Absolute rubbish!,Battery backup is very very less ..max 1 hour,1.0
Nice product,"Improve tips grip and add single tap , without case power on off gesture that's very important things and every thing is very good.",4.0
Good,Not good for gamingBut for music point of view it is best,3.0
Good choice,Awesome,4.0
Hated it!,Her charging box is not work properly,1.0
Simply awesome,Excellent product.,5.0
Just wow!,Superb Best quality..1499 me ...I am happy,5.0
Terrific,Good product,5.0
Absolute rubbish!,Battery backup is very very less ..max 1 hour,1.0
Nice product,"Improve tips grip and add single tap , without case power on off gesture that's very important things and every thing is very good.",4.0
Good,Not good for gamingBut for music point of view it is best,3.0
Good choice,Awesome,4.0
Hated it!,Her charging box is not work properly,1.0
Simply awesome,Excellent product.,5.0
Good choice,Good product frm realme,4.0
Pretty good,Nice one,4.0
Good choice,Not fit ear properly,4.0
Bad quality,worst battery backup when I request to return they denied........within a week battery not giving backup more then 1-2hrs,2.0
Fair,"Review after two months of use -Pros -Good sound & portability for this price.Value for moneyCons -A big NO if you need this to talk ( poor noise cancellation )I usually use it just to listen music, Have to talk too loud so one can hear properly on the other end on call.",3.0
Worth every penny,Ok,5.0
Awesome,Superb🤩🤩🤩🤩,5.0
Worth every penny,V.good,5.0
Fabulous!,Nice,5.0
Best in the market!,Awesome bass. Suggested for bass lovers,5.0
Awesome,Very good product amazing thanku realme,5.0
Terrible product,Don't weast your money,1.0
Awesome,Good,5.0
Brilliant,Very very very Super,5.0
Just wow!,Osm product,5.0
Wonderful,This item is very good sound quality superb... I love it,5.0
Worst experience ever!,It worst product.sound quality is too cheap and have connectivity problem aslo,1.0
Moderate,Batary is bery bsd not long time batary charginge,2.0
Wonderful,product is good nice finising txx to flipkart delver on time..😊😊,5.0
Mind-blowing purchase,Ok g,5.0
Super!,Excellent product loved it,5.0
Super!,Value for money,5.0
Don't waste your money,Vest of money,1.0
Terrific purchase,Lovely.. 😍😍😍,5.0
Value-for-money,Amezing this is my first bluetooth airpod ❤️🎉🤗The delivery person is so humble,4.0
Worst experience ever!,Poor,1.0
Mind-blowing purchase,"Best Headset 1500 bucks can buy ! You wont be disappointed ,Loved IT, Once it fell into a glass of water but still working fine , Super product !",5.0
Mind-blowing purchase,Awesome product !! Worth the money 👌🏼,5.0
Perfect product!,Awesome,5.0
Excellent,Good design and battery backup. Super connectivity. I liked it so much that I purchased another one.,5.0
Awesome,Battery back up is fantastic.Connectivity is perfectDesign and feel is smooth. I got what I desired in product.,5.0
Wonderful,My buds Is Stop Working,5.0
Fabulous!,Delivery Very good,5.0
Highly recommended,Good quality,5.0
Classy product,Nice,5.0
Really Nice,It is very nice👍🏻🌀🌀,4.0
Wonderful,In this price range (1500) it is the best TWS u will found,4.0
Terrific purchase,Nice product in this price range,5.0
Highly recommended,Good product  best quality  and beter then other Bluetooth earbudsat the priceThe battery life is very good,5.0
Brilliant,It is excellent😊,5.0
Just wow!,"It's an awesome earphone with great bass, Without thinking much just go for it..",5.0
Brilliant,Best buds at this price,5.0
Good quality product,Nice quality,4.0
Simply awesome,Very nice just love it .Just go for it. Delivery guy was good & polite.Super fast delivery thank you for the service,5.0
Expected a better product,"To be honest, its not a good earbuds. I dont understand why the rating is so high though. The sound quality is bad, static noises (which almost all cheap earbuds wireless have). Go for wired earphone unless you are buying more good product like samsung or apple.",2.0
